ime,datum 
Lucas Bruchet,23.02.1991
Edward P Carr,
Yang Zhou,16.05.1988
Kheta Ram,20.09.1986
Diana Martin,01.04.1981
Jillian Camarena,02.08.1982
Vera Ordina,04.06.1968
Martin Ande,12.04.1948
Dailis Caballero,06.03.1988
Hans Jurgen Jacobi,26.07.1950
Ignisious Gaisah,20.07.1983
George Leroy Hill,17.04.1901
Leslie Mills,01.11.1934
Henri Clerckx,31.08.1936
Friedrich Prehn,29.03.1901
Umberto Cerati,24.03.1911
Ivar Sahlin,16.12.1895
Karel Cestmir Kalina,05.05.1922
Brian Lee Diemer,10.10.1961
Mohammed Issa Al Thawadi,18.11.1981
Agueda Amaral,27.05.1972
Cyrus Hostetler,08.08.1986
Kari Tapani Rahkamo,30.05.1933
Alejo Montano,17.02.1935
Stefan Drews,12.02.1979
Joanna Wisniewska,24.05.1972
Uladzislau Pramau,03.08.1984
Sarah Lahti,18.02.1995
Maurice Charlotin,06.12.1944
Kevin Sullivan,20.03.1974
Kuuno Ola Honkonen,01.03.1922
Anouk Vetter,04.02.1993
Yoshitaka Uchikawa,04.04.1931
Susmita Singha Roy,26.03.1984
Reinhold Saulmann,
John Halvorsen,17.08.1966
Chancel Ilunga Sankuru,28.12.1995
Malgorzata Zadura,03.10.1982
Rahamatou Drame,01.04.1985
Ana Isabel Alonso,16.08.1963
Leszek Wodzynski,16.02.1946
Chang Hoon Lee,21.03.1935
Dag Wennlund,06.10.1963
Adam Harris,21.07.1987
Andre Jean Rene Labat,19.02.1892
Irache Quintanal,18.09.1978
Karin Burneleit,18.08.1943
Joanna Jozwik,30.01.1991
Majd Eddin Ghazal,21.04.1987
Karl Keska,07.05.1972
Rita Recsei,30.01.1996
Jaroslav Baba,02.09.1984
Carey May,19.07.1959
Charles Jones,31.08.1934
Stein Jean Johnson,20.10.1921
Albert Miller,12.12.1957
Sonia Calizaya,20.02.1976
Jillian Richardson,10.03.1965
Adolf Kittel,04.07.1902
Eugene Swift,14.09.1964
Jovana De La Cruz,12.07.1992
Jimmy Mcdonald,11.04.1964
Yakob Jarso,05.02.1988
Eva Suranova,24.04.1946
Hong Nak Chae,29.05.1961
Diego Del Real,06.03.1994
Zana Jereb,17.06.1984
Aleksandr Shustov,29.06.1984
Igor Pavlov,18.07.1979
Yuqing Zhu,22.04.1963
Ilona Marhele,05.04.1986
Forrest Towns,06.02.1914
John Albert Webb,21.12.1936
Yolimar Pineda,14.11.1985
Terje Thorslund,15.03.1945
Florian Schoenbeck,13.01.1974
Kyong Hui Jon,12.12.1986
Ndiss Kaba Badji,21.09.1983
Otto Anderson,28.10.1901
Gunther Rodehau,06.07.1959
Tori Bowie,27.08.1990
Tina Sutej,07.11.1988
Faina Melnik,09.06.1945
Yeimer Lopez,28.08.1982
Aunese Curreen,23.12.1981
Justin Anlezark,14.08.1977
Andrius Gudzius,14.02.1991
Dieter Lindner,18.01.1937
Jolan Kleiber Kontsek,29.08.1939
Javier Garcia,22.07.1966
Zdenek Cihak,09.02.1933
Amor Ben Yahia,01.07.1985
Onni Rajasaari,02.03.1910
Katharina Molitor,08.11.1983
Janos Dalmati,26.02.1942
John Savidge,18.12.1924
Helmut Schmuck,07.04.1963
Martin Sheridan,28.03.1881
Margrit Olfert,10.02.1947
Albert Coray,01.01.1878
Jan Kalous,01.01.1902
Amira Ben Amor,07.09.1985
Wenjun Xie,11.07.1990
Soma Biswas,16.05.1978
Takaharu Koyama,08.07.1948
Virgilijus Alekna,13.02.1972
Arere Anentia,30.11.1930
Bryan Eley,28.01.1939
Irena Kirszenstein,24.05.1946
Frank Pierce,
Luis Brunetto,27.10.1901
Ganna Shelekh,14.07.1993
Radostina Vasekova,10.02.1950
Ilian Efremov,02.08.1970
Kipkemboi Kimeli,30.11.1966
Thelma Hopkins,16.03.1936
Arnolds Kruklins,19.02.1914
Rafael Tadeo Polomares,28.09.1949
Ladislav Lubomir Kiesewetter,27.09.1919
Jaouad Gharib,22.05.1972
Sharon Gibson,31.12.1961
Olaf Lodal,06.07.1885
Giorgio Damilano,06.04.1957
Hartwig Gauder,10.11.1954
Solveig Langkilde Rasmussen,16.01.1950
Bernard Lagat,12.12.1974
Geoffrey Lionel Iden,08.10.1914
Armas Taipale,27.07.1890
Seongeun Kim 1,24.02.1989
Pawel Rakoczy,15.05.1987
Istva N Major,20.05.1949
Suliman Fighi Hassan,
Josef Robertson,14.05.1987
Nyakisi Adero,02.07.1986
Sondre Nordstad Moen,12.01.1991
Angelos Phetsis,
Craig Mottram,18.06.1980
Scott Martin,12.10.1982
Hassan Abdel Gani Abdelfattah,23.10.1920
Tosin Oke,01.10.1980
Gavin Lovegrove,21.10.1967
Helmut Gude,23.11.1925
Yun Xiang Jiao,29.05.1957
Andres Ruiz,16.07.1988
Henri Deloge,21.11.1874
Frank Norris Connor,06.10.1908
Rudolf Mangish,06.12.1952
Horst Rudiger Magnor,23.02.1942
Daniel Horton 1,
Herbert Dill,31.12.1908
Klavdiya Tochenova,17.11.1921
Paulo Gomes,15.05.1973
William Hugh Chisholm,26.06.1909
Henh Phuoc Ho,
Hanna Malyshik,04.02.1994
Abraham Kiprotich,17.08.1985
German Lauro,02.04.1984
Hamoud Ameur,06.01.1932
Inga Britt Lorentzon,21.02.1936
Bouabdellah Tahri,20.12.1978
Christopher E W Mackintosh,31.10.1903
Wolfgang Klein,28.01.1941
Vince Matthews,16.12.1947
Aleksey Reunkov,28.01.1984
Cathy O Brien,19.07.1967
Paul Jessup,23.09.1907
Denise Margaret Robertson Boyd,15.12.1952
Mahiedine Mekhissi Benabbad,15.03.1985
Manuel Esteban Soto,28.01.1994
Judith Jutta Kruger,22.08.1932
Mikko Hietanen,22.09.1911
Yevgeniya Kuznetsova,01.01.1936
Sydney Maree,09.09.1956
Florian Orth,24.07.1989
Henry Francis Dreyer,02.02.1911
Nikolina Chtereva,25.01.1955
Natasha Danvers,19.09.1977
Jaroslawa Jozwiakowska,20.01.1937
Philip Olsen,31.01.1957
Shengfei Shen,21.01.1980
Henri Auguste Arnaud,16.04.1891
Andrzej Sajkowski,21.05.1952
Charles Bacon,09.01.1885
Birhanu Balew,27.02.1996
Eduard Ha Ek 1,
Eero Berg,17.02.1898
Docus Inzikuru,02.02.1982
Pavel Chihuan,19.01.1986
Ake Soderlund,11.04.1925
Robina Muqim Yaar,03.07.1986
Werner Gunthor,11.07.1961
Tony Sharpe,28.06.1961
Gidamis Shahanga,04.09.1957
Modris Liepins 1,30.08.1966
Sigrun Wodars,07.11.1965
Rob De Castella,27.02.1957
Thomas Constantine Laris,26.06.1940
William Scott 1,08.02.1952
Jama Awil,02.09.1948
Mikio Oda,30.03.1905
Bostjan Buc,13.04.1980
Yuliya Zaripova,26.04.1986
Francis Kirwa,28.11.1974
Catherina Mckiernan,30.11.1969
Rachel Yurkovich,10.10.1986
Nikolai Dutov,19.07.1938
Paolo Yurivilca,23.04.1996
Isabellah Andersson,12.11.1980
Alphonse Grisel,
Fernand Leheurteur,27.10.1905
Grant Mcdougall,12.10.1910
Leslie Mcpherson,
Louise Mcpaul,24.01.1969
Svend Langkjaer,23.08.1886
Amy Mbacke Thiam 1,19.11.1976
Michael Bultheel,30.06.1986
Jorma Kinnunen,15.12.1941
Aleksandr Artynyuk,08.09.1935
Matthew Hudson Smith,26.10.1994
Borut Bilac,14.04.1965
Sabine Fischer,29.06.1973
Christine Kalmer,10.02.1986
Joanet Quintero,08.09.1972
Junxia Wang,09.01.1973
Renate Garisch Culmberger Boy,24.01.1939
Thancule Dezart,15.04.1947
Hanne Haugland,14.12.1967
Awadh Shaban Al Sameer,06.05.1961
Myong Oh Jung,21.10.1963
Rostislav Dimitrov,26.12.1974
Matt Mcgrath,18.12.1875
Oleksandr Krykun,
Chandra Cheeseborough,10.01.1959
Aleksandr Kornelyuk,28.06.1950
Christina May Persighetti,06.07.1936
Larry James,06.11.1947
Juan Luis Barrios,24.06.1983
Erison Hurtault,29.12.1984
Heinrich Weis,14.07.1963
Voula Patoulidou,29.03.1965
Christos Papanikolaou,25.11.1941
Maryse Ewanje Epee,04.09.1964
Yelena Yelesina,04.04.1970
David Ottley,05.08.1955
Tonnie Dirks,12.02.1961
Steve Spence,09.05.1962
C Groeneweg,
Eivor Olsson,27.09.1922
Flora Hyacinth,10.03.1966
Irene Jelagat,10.12.1988
Abdelaziz Ennaji El Idrissi,08.12.1986
Kristin Heaston,23.11.1975
Saleumphone Sopraseut,05.10.1969
Lidia Tsimosh,27.03.1942
Uchenna Emedolu,17.09.1976
Alexander Derevyagin,24.03.1979
Franz Josef Kemper,30.09.1945
Colin Jackson,18.02.1967
Anna Titimets,05.03.1989
Charles Christian Hornborstel,26.11.1911
Yesenia Centeno,27.06.1971
Ivan Keats,16.04.1937
Marco Tamberi,30.07.1957
Ronghua Zhu,09.05.1974
Rene Leray,
Igor Trandenkov,17.08.1966
Emil Zatopek,19.09.1922
Muhammad Halim,26.10.1986
Ramil Ganiyev,23.09.1968
Felismina Cavela,24.08.1992
Zhenye Xie,17.08.1993
Hassanine Sebei 1,21.01.1984
Sylvia Ruegger,23.02.1961
Atanas Andonov,16.07.1955
Kazimierz Orzel,26.08.1943
Frank Murphy,21.09.1889
Leif Roar Falkum,23.06.1949
George H Van Cleve,30.11.1879
Blessing Okagbare,09.10.1988
Roger Moens,26.04.1930
Ronald Desruelles,14.02.1955
Jean Shiley,20.11.1911
Sven Lundgren 1,29.09.1896
Eusebio Cardozo Asuncion,15.08.1950
Paul Burgess,14.08.1979
Jussi Ruoho,
Ummu Kiraz,27.09.1982
Robson Da Silva,04.09.1964
Hui Ing Hsu,20.03.1969
Joy Jordan,13.11.1935
Robert Lindsay,18.04.1890
Anastasiya Rabchenyuk,14.09.1983
Karel David,08.02.1964
Jong Il Kim,11.09.1962
Seul Ki Ahn,29.05.1992
Justin Gatlin,10.02.1982
Levern Spencer,23.06.1984
Eder Fialho,04.05.1973
Dimitrios Khristopoulos,
Svetlana Moskalets,22.01.1969
Sandra Galvis,28.06.1986
Lourdes Klitzke,02.02.1940
Horace Hallock Brown,03.03.1898
Mariya Korobitskaya,10.05.1990
Jerome Francis Siebert,06.10.1938
Lucyna Krawcewicz,14.03.1938
Janis Karlivans,02.06.1982
Antonio Manuel Reina,13.06.1981
Bryan Albert Sprott,05.10.1887
Urs Von Wartburg,01.03.1937
Petro Sarafynyuk,28.09.1966
Quentin Bigot,01.12.1992
Birute Kalediene,02.11.1933
Constantin Grecescu,07.01.1929
Daniela Cardoso,15.12.1991
John Thomas Holden,13.03.1907
Tiffany Ross Williams,05.02.1983
Amber Campbell,05.06.1981
Fabiano Joseph,24.12.1985
Silvia Chivas Baro,30.09.1954
Mouldi Essalhi,28.12.1932
Paul Kipsiele Koech,10.11.1981
Albert Minczer,01.10.1986
Hamza Driouch,16.11.1994
Olga Dubovskaya,09.10.1983
Gerard Cote,28.07.1913
Diane Dixon,23.09.1964
Arthur Abele,30.07.1986
Moussa Alhariri,01.10.1966
Jean Baptiste Manhes,04.02.1897
Jean Louis Ravelomanantsoa,30.04.1943
Judit Stugner,22.01.1942
Amaechi Morton,30.10.1989
Oleg Trochin,01.08.1964
Dorthe Skovshoved Rasmussen,27.01.1960
Charlene Attard,31.01.1987
Magdelin Martinez,10.02.1976
Ida Marcussen,01.11.1987
Igor Janik,18.01.1983
Paul Geneve,30.07.1925
Jesse Tamangrow,16.03.1982
Robert Goix,07.01.1906
Candice Scott,17.09.1980
Christian Plaziat,28.10.1963
Arthur Blake,26.01.1872
Andre Sicard,06.08.1912
Justin Rodhe,17.10.1984
Olga Kurban,16.12.1987
Silas Kiplagat,20.08.1989
Armand Burtin,
Lina Florez,02.11.1984
Belayneh Dinsamo,07.10.1965
Adriatik Hoxha,09.03.1990
Xiuting Wang,11.05.1965
Nagmeldin Ali Abubakr,22.02.1986
Juan Carlos Cardona,07.09.1974
German Silva,09.01.1968
Michael Robertson 1,19.12.1983
Turkan Erismis,05.01.1984
James Dale Wooding,06.02.1954
Worku Bikila,06.05.1968
Pamela Mouele Mboussi,07.05.1988
John Cregan,29.01.1878
David Closs Mckenzie,16.03.1943
Zvonko Bezjak,29.06.1935
Marco Fortes,26.09.1982
Brimin Kiprop Kipruto,31.07.1985
Veronica Campbell Brown,15.05.1982
Justus Kavulanya,19.09.1968
George William Ernest Crosbie,06.12.1909
Annabelle Lascar,25.04.1985
Magdolna Komka,01.08.1949
Giuseppina Leone,21.12.1934
Ibrahim Hussein,03.06.1958
Elly Dammers,15.08.1921
Jennifer Simpson,23.08.1986
Kumi Araki,11.10.1965
Latanya Sheffield,11.10.1963
Osku Torro,21.08.1979
Caroline O Shea,30.12.1960
Sarah Jamieson,24.03.1975
Bertil Ohlson,22.01.1899
Otto Barch,20.12.1943
Ladji Doucoure,28.03.1983
Barbel Lohnert,23.09.1942
Sara Louise Treacy,22.06.1989
Mihter Wendolin,03.02.1987
Francisco Javier Benet,25.03.1968
Johann Siegele,23.11.1948
Karl Honz,28.01.1951
Likourgos Stefanos Tsakonas,08.03.1990
Lisa Hahner,20.11.1989
Anthony Thomas Muggridge,10.12.1904
Erik Uddebom,05.07.1934
Antonius Franciscus Cornelis Toscani,29.07.1901
Franca Idoko,15.06.1985
John Moffitt,12.12.1980
Lewis Tewanima,30.11.1887
Piotr Bielczyk,17.02.1952
Beverly Ramos,24.08.1987
Tadeusz Starzynski,23.07.1923
Elis Lapenmal,06.09.1987
Raigo Toompuu,17.07.1981
Lynda Tolbert,03.10.1967
Herman Mignon,21.03.1951
Soumiya Labani,03.02.1975
Petar Segedin,14.09.1926
Jacob Kjersem,02.08.1925
Hans Jagenburg,
Yuri Nikulin,08.01.1931
Theodore John Vogel,17.07.1925
Aleksandr Fedotkin,03.11.1955
Aurelio Lenzi,19.06.1891
Sergey Korepanov,09.05.1964
Felix Martinez,04.02.1985
Victor Razafindrakoto,28.02.1972
George Schiller,
Kemoy Campbell,14.01.1991
Luis Rivera,21.06.1987
Hans Lagerqvist,28.04.1940
Merve Aydin,17.03.1990
Gerardus Steurs,13.06.1901
Daniela Bartova,06.05.1974
Guojian Dong,16.03.1987
Tomomi Takahashi,29.01.1956
Mohieddine Beni Daoud,20.04.1976
Luis Soares,24.03.1964
Shemisu Hasen,30.11.1967
El Hadi Laameche,05.03.1990
Sasha Springer Jones,17.03.1978
Sten Ericson,18.12.1929
Tatiana Grigorieva,08.10.1975
Ihor Olefirenko,14.03.1990
Lyudmila Muravyova,10.11.1940
Tremaine Harris,10.02.1992
Said Berioui,03.06.1975
Kate Dennison,07.05.1984
Evelyn Nunez,09.04.1971
Anastasiya Shvedova,03.05.1979
Gantulga Dambadarjaa,03.02.1989
Aleksandr Malashevich,07.04.1977
Arthur Hannemann,23.10.1935
Yanko Bratanov,10.06.1952
Tapfumaneyi Jonga,13.11.1957
Alexey Sokolov 1,14.11.1979
Arnaldo Abrantes,27.11.1986
Erik Ostbye,25.01.1921
Silke Renk,30.06.1967
Ernst Wide,09.11.1888
Tanith Maxwell,02.06.1976
Omer Khalifa,18.12.1956
Recep Celik,10.06.1983
Nadine Kleinert Schmitt,20.10.1975
Colin Bradford,30.05.1950
Antonio Leitao,22.07.1960
Norman Pritchard,23.06.1875
Vitaliy Sidorov,23.03.1970
Irina Tarasova,15.04.1987
Scott Huffman,30.11.1964
Christoph Sahner,23.09.1963
Greg Van Hest,04.06.1973
Banaras Muhammad,13.09.1930
Michael Rimmer,03.02.1986
Vyacheslav Ivanenko,03.03.1961
Stamatios Masouris,
Marco De Luca,12.05.1981
Allan Lawrence,09.07.1930
Javier Moracho,18.08.1957
Per Halle,06.05.1949
Marisa Barros,25.02.1980
Georg Horger,08.09.1897
Johannes Lahti,29.05.1952
Marta Dominguez,03.11.1975
Marius Ionescu,18.12.1984
Jonathan Chimier,06.08.1982
Christian Gugler,01.08.1960
Bonnie Dasse,22.07.1959
Angel Mullera,20.04.1984
Tatyana Efimenko,02.01.1981
Xiangyu Li,21.10.1985
Cornelia Popescu,27.08.1950
Andrei Stsepanchuk,12.06.1979
Donald Emerson Favor,16.02.1913
Carlos Veliz,12.08.1987
Allen Morford James,14.04.1964
Sadaf Siddiqui,27.08.1985
Soini Mikael Nikkinen,19.07.1923
Sandrine Thiebaud Kangni,21.04.1976
Aretha Thurmond,14.08.1976
Lukasz Michalski,02.08.1988
Irvette Van Blerk,05.07.1987
Alexandre Tufferi,08.06.1876
Liliane Gaschet,16.03.1962
Deon Marie Hemmings,09.10.1968
Andre Tison,26.02.1885
Edward Cotter,27.12.1887
Rabangaki Nawai,09.06.1985
Vladimir Malyavin 1,04.03.1973
Jurgen Straub,03.11.1953
Irina Timofeeva,05.04.1970
Ageze Guadie,11.09.1989
Soufiyan Bouqantar,30.08.1993
Charles Cheruiyot,02.12.1964
Marcel Jobin,03.01.1942
Charlie Grice,07.11.1993
Jaime Mendes,20.08.1913
Naide Gomes,20.11.1979
Severt Dennolf,13.05.1920
Olivier Irabaruta,25.08.1990
Patrick Stevens,31.01.1968
Henry Brawley,
Mathias Kanda,02.06.1942
Oscar Pistorius,22.11.1986
Volodymyr Kravchenko,22.12.1969
Roberto More Lozano,11.02.1950
Bahia Boussad,31.01.1979
Jan Arvid Rolstad,17.08.1950
Josh Mcadams,26.03.1980
Anyika Onuora,28.10.1984
Bingtian Su,29.08.1989
Horace Ashenfelter,23.01.1923
Lars Erik Wolfbrandt,08.12.1928
William Dunne,15.09.1933
Ingvar Bengtsson,10.04.1922
Andrew Howard Payne,17.04.1931
Stavros Tziortzis,15.09.1948
Mart Israel,23.09.1983
Reima Salonen,19.11.1955
Marjon Wijnsma,18.07.1965
Fabio Da Silva,04.08.1983
Sue Malaxos,30.12.1961
Dranane Sereme,23.05.1942
Derartu Tulu,21.03.1972
Anthony Cook,18.09.1936
Elena Lashmanova,09.04.1992
Klaus Grogorenz,27.04.1937
Singh Ranjit,25.11.1957
Matti Mononen,25.11.1983
Yuki Sato 1,26.11.1986
Dejen Gebremeskel,24.11.1989
Francoise Bonnet,08.04.1957
Elmarie Gerryts,25.08.1972
James George Beale,07.02.1881
Keith Gardner,06.09.1929
Pyambuu Tuul,17.02.1959
Miroslav Menc,16.03.1971
Munkhzaya Bayartsogt,10.10.1993
El Arbi Khattabi,16.05.1967
Soon Duk Kang,29.10.1974
Natasa Urbancic,25.11.1945
Roland Wille,01.08.1961
Darren Clark,06.09.1965
Vladimir Shishkin,12.01.1964
Myriam Leonie Mani,21.05.1977
Rolando Cruz,17.09.1939
Liz Parnov,09.05.1994
Ousmane Diarra 1,10.02.1964
Sabine Krantz,06.02.1981
Desislav Gunev,21.01.1986
Helma Notte,22.09.1911
Addis Abebe,05.09.1970
Karen Macleod,24.04.1958
Jaime Jefferson,17.01.1962
Zygmunt Siedlecki,04.04.1907
Sumaira Zahoor,15.08.1979
Manuel Matias,30.03.1962
Ahmet Aytar,30.11.1921
Siegfried Schenke,06.05.1943
Hernan Figueroa,20.09.1927
Hjalmar Dahlberg,04.11.1886
Sandi Morris,08.07.1992
Alfred Leiser,06.03.1929
Julie Labonte,12.01.1990
Ans Koning,27.03.1923
Charles Edward Brickley,24.11.1891
Marko Hhawu,03.09.1978
Erik Abrahamsson,28.01.1898
Isabel Macias,11.08.1984
Jorge Armando Ruiz,17.05.1989
Aggeliki Tsiolakoudi,10.05.1976
Franco Skrinjar,17.05.1920
Ettore Rivolta,03.09.1904
Henry Lauterbach,22.10.1957
William Sefton,21.01.1915
Werner Heyer,14.11.1956
Maria Betancourt Ramirez,15.12.1947
Lucimar De Moura,22.03.1974
Aleksey Drozdov,03.12.1983
Omar Zepeda,08.06.1977
James Allen Jr Howard,11.09.1959
Tania Regina Spindler,10.04.1977
William Seagrove,02.07.1898
Gyorgyi Farkas,13.02.1985
Juana Rosario Arrendel,26.09.1978
Bahadur Bhupendra,30.11.1934
Rihan Obaid,16.06.1949
Henry Amike,04.10.1961
Arsi Harju,18.03.1974
John Eggert Mortland,23.01.1935
Felix Wurth,11.08.1923
Jose Luis Molina,08.03.1965
Andre Campana,21.05.1886
Rachid Berradi,29.08.1975
Otto Osen,04.07.1882
Eltjo M J Schutter,17.06.1953
Jose Garcia Caspar,20.03.1946
Elmostafa Nechchade,
Arturo Casado,26.01.1983
Ali Ettounsi,01.01.1966
Rudolf Wober,10.10.1911
Asmir Kolasinac,15.10.1984
John Treloar,19.01.1928
Philippe Houvion,05.10.1957
Jurij Rovan 1,23.01.1975
Katerina Pratsi,08.12.1964
Iryna Yatchenko,31.10.1965
Naser Babapur,06.11.1957
Geoff Parsons,14.08.1964
Khalil Al Hanahneh,11.05.1980
Ellen Braumuller,24.12.1910
Bertha Crowther,09.12.1921
Askale Tiksa,21.07.1994
Christian Cantwell,30.09.1980
Ali Hasan Mahboob,31.12.1981
Trey Hardee,07.02.1984
Shuyan Liang,16.09.1977
Kemar Hyman,11.10.1989
Franti Ek Douda,23.10.1908
Apollinaire Nyinawabera,30.11.1961
Helen Clitheroe,02.01.1974
Moussa Omar,04.05.1961
Abdallah Omari,05.05.1943
Tatiana Anisimova,19.10.1949
Blessing Okagbare 1,10.09.1988
Jan Kreisinger,16.09.1984
Meyer Prinstein,30.11.1879
Odd Rasdal,06.07.1911
Patricia Lowe,15.09.1943
Victor F Dyrgall,08.10.1917
Uta Pippig,07.09.1965
Yusneysi Santiusti,24.12.1984
Adrianus Van De Zande,16.09.1924
Benjamin Paredes,07.08.1961
Berta Castells,24.01.1984
Ivan Trotski,27.05.1976
Edward Adamczyk,30.11.1924
Paul Lagarde,
Veronika Vera Kummerfeldt Witghde,11.04.1935
Helena Sampaio,09.10.1973
Emil Vladimirov,21.01.1948
Artem Rubanko,21.03.1974
Jerzy Plawczyk,16.04.1911
Gulsara Dadabaeva,04.07.1976
Horst Astroth,31.10.1923
Antonella Palmisano,06.08.1991
Sten Ekberg,25.12.1964
Marcin Jedrusinski,28.09.1981
Vaino Koskela,31.03.1921
Razvigor Yankov,10.04.1954
Paul Kuete,20.05.1967
Natalia Rodriguez 1,02.06.1979
Amedee Trichard,
Armando Filiput,19.12.1923
Gaoussou Kone,28.04.1944
Frank Siebeck,17.08.1949
Romain Mesnil,13.06.1977
Sandro Viana 1,26.03.1977
Frank Sando,14.03.1931
Philippe Collet,13.12.1963
Peter Frederick Marlow,20.04.1941
Sara Petersen,09.04.1987
Chang Sop Choe,18.07.1955
Oskar Gerber,30.11.1918
Anja Guendler,18.03.1972
Zdenka Bartonova Silhova,15.06.1954
Arnold Betton,28.07.1932
Anis Ananenka,29.11.1985
Eric Alejandro,15.04.1986
Dusan Moravcik,27.05.1948
Albert Dayer,11.10.1925
Ibrahim Camejo,28.06.1982
Frank Clement,26.04.1952
Nguse Tesfaldet,10.11.1986
Kamana Koji,13.03.1967
Tharcisse Gashaka,18.12.1962
Vanessa Veiga,20.07.1979
Mumin Gala,06.09.1986
Karel Lismont,08.03.1949
Roman Rasskazov,28.04.1979
Nooa Takooa,10.03.1993
John Carlos,05.06.1945
Jerzy Gros,21.02.1945
Verna Johnson,18.03.1930
Heinfried Birlenbach,07.12.1940
Leslie Deniz,25.05.1962
Alex Genest,30.06.1986
Marina Sysoeva,10.07.1959
Samson Kitur,25.02.1966
Alejandro Casanas,25.01.1954
Nicole Humbert,05.02.1972
Auguste Broos,09.11.1884
Odalys Adams,31.07.1967
Mariam Kevkhishvili,17.09.1985
Norman Read,13.08.1931
Matheus Inocencio,17.05.1981
Wilfred Legg,03.11.1906
Neringa Aidietyte,05.06.1983
Calvin Davis,02.04.1972
James Donahue,20.04.1886
Carmen Douma Hussar,12.03.1977
Georganne Moline,06.03.1990
Latoya Greaves,31.05.1986
Nils Engdahl,04.11.1898
Stane Sporn,01.04.1904
Gian Marco Schivo,06.05.1949
Wei Yu,11.09.1987
Greggmar Swift,16.02.1991
Lance Earl Deal,21.08.1961
Osten Edlund,26.11.1934
Achraf Tadili,08.07.1980
Pau Tonnesen,24.10.1992
Michael Ellis,03.09.1936
Carlos Cordero,07.01.1977
Eamonn Coghlan,21.11.1952
Brian Kilby,26.02.1938
Sara Wedlund,27.12.1975
Iosif Gamski,20.10.1949
Adam Nelson,07.07.1975
Loree Smith,06.11.1982
Daneja Grandovec,02.07.1984
Walter Herbert Pritchard,14.04.1910
Boris Mikhaylovich Kuznetsov,12.06.1947
Musa Mustapha,25.07.1947
Tatjana Pinto,02.07.1992
Julio Rene Martinez,27.09.1973
David Boulanger,11.12.1974
Oliver Sven Buder,23.06.1966
Ayad Lamdassem,11.10.1981
Luis Martinez 2,19.11.1966
Maria Portillo,10.04.1972
